,index,condition,pair_id,topic,turn_txt,round,time,inter_num,tokenized_text,word_counts,agent,time_label,appre_c,affir_c,assent_c,aggree_c,fillpause_c,laugh_c,yknow_c,idknow_c,appre_log,affir_log,assent_log,aggree_log,fillpause_log,laugh_log,yknow_log,idknow_log,conj,negate,posemo,negemo,insight,cause,discrep,certain,assent
198,44,TYB,51,12," Yeah, yeah, I appreciate it. yeah. mm-hmm. right.  mm-hmm. Yeah. right. Yeah",3,71,8,"['Yeah', 'yeah', 'I', 'appreciate', 'it', 'yeah', 'mm', 'hmm', 'right', 'mm', 'hmm', 'Yeah', 'right', 'Yeah']",14,A,3,1,4,7,0,2,0,0,0,0,1.386294361,1.945910149,0,0.693147181,0,0,0,0,0.00,7.14,0,7.14,0,0,0,35.71
199,45,TYB,52,7,"I see your point actually, I have thought in same way as well so I totally understand the reason why people think it's fine to cross the red line at one there's no side in the car because like the as you said like the reason why we have traffic light is to prevent any dangerous situation to happen if there's if there is no possibility for that situation to happen, it's fine to just cross . the traffic light. But my opinion would be that if just covering this statement only, and in general case there's no car in sight doesn't mean that there's really no car around you. Especially one as far as I know. Umm considering my personal experience of seeing some of my friends driving a car, if they like (\lead) a very far, relatively far away from you they see a green light, and especially it's like an evening, not many people will be on the road, uhh they will drive quite fast, even like speeding up to cross the green light. And actually, that's a green light. So they think it's totally fine. While for the person if you see there's no car in sight at this moment, and you're just across the road in the middle, that very fast the car would probably just come and because this is a green light, they will just drive very fast and across the road and that's there's a potential danger within this behavior",1,46,0,"['I', 'see', 'your', 'point', 'actually', 'I', 'have', 'thought', 'in', 'same', 'way', 'as', 'well', 'so', 'I', 'totally', 'understand', 'the', 'reason', 'why', 'people', 'think', 'it', ""'s"", 'fine', 'to', 'cross', 'the', 'red', 'line', 'at', 'one', 'there', ""'s"", 'no', 'side', 'in', 'the', 'car', 'because', 'like', 'the', 'as', 'you', 'said', 'like', 'the', 'reason', 'why', 'we', 'have', 'traffic', 'light', 'is', 'to', 'prevent', 'any', 'dangerous', 'situation', 'to', 'happen', 'if', 'there', ""'s"", 'if', 'there', 'is', 'no', 'possibility', 'for', 'that', 'situation', 'to', 'happen', 'it', ""'s"", 'fine', 'to', 'just', 'cross', 'the', 'traffic', 'light', 'But', 'my', 'opinion', 'would', 'be', 'that', 'if', 'just', 'covering', 'this', 'statement', 'only', 'and', 'in', 'general', 'case', 'there', ""'s"", 'no', 'car', 'in', 'sight', 'does', ""n't"", 'mean', 'that', 'there', ""'s"", 'really', 'no', 'car', 'around', 'you', 'Especially', 'one', 'as', 'far', 'as', 'I', 'know', 'Umm', 'considering', 'my', 'personal', 'experience', 'of', 'seeing', 'some', 'of', 'my', 'friends', 'driving', 'a', 'car', 'if', 'they', 'like', '\\lead', 'a', 'very', 'far', 'relatively', 'far', 'away', 'from', 'you', 'they', 'see', 'a', 'green', 'light', 'and', 'especially', 'it', ""'s"", 'like', 'an', 'evening', 'not', 'many', 'people', 'will', 'be', 'on', 'the', 'road', 'uhh', 'they', 'will', 'drive', 'quite', 'fast', 'even', 'like', 'speeding', 'up', 'to', 'cross', 'the', 'green', 'light', 'And', 'actually', 'that', ""'s"", 'a', 'green', 'light', 'So', 'they', 'think', 'it', ""'s"", 'totally', 'fine', 'While', 'for', 'the', 'person', 'if', 'you', 'see', 'there', ""'s"", 'no', 'car', 'in', 'sight', 'at', 'this', 'moment', 'and', 'you', ""'re"", 'just', 'across', 'the', 'road', 'in', 'the', 'middle', 'that', 'very', 'fast', 'the', 'car', 'would', 'probably', 'just', 'come', 'and', 'because', 'this', 'is', 'a', 'green', 'light', 'they', 'will', 'just', 'drive', 'very', 'fast', 'and', 'across', 'the', 'road', 'and', 'that', ""'s"", 'there', ""'s"", 'a', 'potential', 'danger', 'within', 'this', 'behavior']",261,A,2,0,0,1,0,2,0,0,0,0,0,0,0,0.693147181,0,0,0,8.91,2.83,2.02,0.81,4.05,2.83,2.83,1.62,0
200,45,TYB,52,7," mm-hmm. yeah. mm-hmm. I see. Yeah, yeah. [laughs] That's that's the case you",2,174,4,"['mm', 'hmm', 'yeah', 'mm', 'hmm', 'I', 'see', 'Yeah', 'yeah', 'laughs', 'That', ""'s"", 'that', ""'s"", 'the', 'case', 'you']",17,A,6,0,4,4,0,2,1,0,0,0,1.386294361,1.386294361,0,0.693147181,0,0,0,0,0.00,6.67,0,0,0,0,0,20
201,46,NB,53,12,"Okay, so I disagree with like the idea that you need to put like, like the brain chemistry in the context like I understand that like sure people are not having their prefrontal cortex fully developed, but like still at 21 that's below the age . in which people develop the prefrontal cortexes and like many teens or like younger people are drinking at a younger age. But then in European countries, like where the drinking age is lower, they actually have a much less than like an alcohol problem. . I'm not sure what the statistics are, but there's a lot more . binge drinking among the American Americans, right. Umm and so when you run into this, like the idea that oh, we have a set limit at 21 is the age at which you can purchase alcohol and it's not served at home, it's frowned upon to drink then it incentivizes people to drink more when they reach that age 21 and that detrimentally effects people and so I think by lowering the drinking age to something like 18, or even like, umm like allowing for more leniency towards like the drinking age just would be helpful in general",1,33,0,"['Okay', 'so', 'I', 'disagree', 'with', 'like', 'the', 'idea', 'that', 'you', 'need', 'to', 'put', 'like', 'like', 'the', 'brain', 'chemistry', 'in', 'the', 'context', 'like', 'I', 'understand', 'that', 'like', 'sure', 'people', 'are', 'not', 'having', 'their', 'prefrontal', 'cortex', 'fully', 'developed', 'but', 'like', 'still', 'at', '21', 'that', ""'s"", 'below', 'the', 'age', 'in', 'which', 'people', 'develop', 'the', 'prefrontal', 'cortexes', 'and', 'like', 'many', 'teens', 'or', 'like', 'younger', 'people', 'are', 'drinking', 'at', 'a', 'younger', 'age', 'But', 'then', 'in', 'European', 'countries', 'like', 'where', 'the', 'drinking', 'age', 'is', 'lower', 'they', 'actually', 'have', 'a', 'much', 'less', 'than', 'like', 'an', 'alcohol', 'problem', 'I', ""'m"", 'not', 'sure', 'what', 'the', 'statistics', 'are', 'but', 'there', ""'s"", 'a', 'lot', 'more', 'binge', 'drinking', 'among', 'the', 'American', 'Americans', 'right', 'Umm', 'and', 'so', 'when', 'you', 'run', 'into', 'this', 'like', 'the', 'idea', 'that', 'oh', 'we', 'have', 'a', 'set', 'limit', 'at', '21', 'is', 'the', 'age', 'at', 'which', 'you', 'can', 'purchase', 'alcohol', 'and', 'it', ""'s"", 'not', 'served', 'at', 'home', 'it', ""'s"", 'frowned', 'upon', 'to', 'drink', 'then', 'it', 'incentivizes', 'people', 'to', 'drink', 'more', 'when', 'they', 'reach', 'that', 'age', '21', 'and', 'that', 'detrimentally', 'effects', 'people', 'and', 'so', 'I', 'think', 'by', 'lowering', 'the', 'drinking', 'age', 'to', 'something', 'like', '18', 'or', 'even', 'like', 'umm', 'like', 'allowing', 'for', 'more', 'leniency', 'towards', 'like', 'the', 'drinking', 'age', 'just', 'would', 'be', 'helpful', 'in', 'general']",204,A,2,0,1,1,0,2,0,0,0,0,0,0,0,0.693147181,0,0,0,8.54,1.51,2.01,2.01,2.51,1.01,1.51,1.01,0.5
202,46,NB,53,12,"Sure I think there's like a difference between . like, uhh the governmental involvement with like leniency on like their end . versus like a cultural difference as well . and I think that like the cultural thing is more important to like, . discuss with the problems of binge drinking. And I think like in a world in which or in like in the US in which binge drinking is, is or like drinking it in general has like the cap at 21 . it makes it difficult for somebody younger to get introduced more umm easily into the system of like, what alcohol does to your body, what it feels like and whether or not you like or dislike it. ",2,115,0,"['Sure', 'I', 'think', 'there', ""'s"", 'like', 'a', 'difference', 'between', 'like', 'uhh', 'the', 'governmental', 'involvement', 'with', 'like', 'leniency', 'on', 'like', 'their', 'end', 'versus', 'like', 'a', 'cultural', 'difference', 'as', 'well', 'and', 'I', 'think', 'that', 'like', 'the', 'cultural', 'thing', 'is', 'more', 'important', 'to', 'like', 'discuss', 'with', 'the', 'problems', 'of', 'binge', 'drinking', 'And', 'I', 'think', 'like', 'in', 'a', 'world', 'in', 'which', 'or', 'in', 'like', 'in', 'the', 'US', 'in', 'which', 'binge', 'drinking', 'is', 'is', 'or', 'like', 'drinking', 'it', 'in', 'general', 'has', 'like', 'the', 'cap', 'at', '21', 'it', 'makes', 'it', 'difficult', 'for', 'somebody', 'younger', 'to', 'get', 'introduced', 'more', 'umm', 'easily', 'into', 'the', 'system', 'of', 'like', 'what', 'alcohol', 'does', 'to', 'your', 'body', 'what', 'it', 'feels', 'like', 'and', 'whether', 'or', 'not', 'you', 'like', 'or', 'dislike', 'it']",118,A,4,0,0,1,0,2,0,0,0,0,0,0,0,0.693147181,0,0,0,7.76,0.86,5.17,2.59,3.45,0.86,0.86,0.86,0
203,46,NB,53,12,I disagree. I think like the age between 14 to 18 . like the the appearance of somebody is like drastically different than between like 18 and 21 . And so if if like the drinking age is 18 we're not going to have like the problem,3,168,0,"['I', 'disagree', 'I', 'think', 'like', 'the', 'age', 'between', '14', 'to', '18', 'like', 'the', 'the', 'appearance', 'of', 'somebody', 'is', 'like', 'drastically', 'different', 'than', 'between', 'like', '18', 'and', '21', 'And', 'so', 'if', 'if', 'like', 'the', 'drinking', 'age', 'is', '18', 'we', ""'re"", 'not', 'going', 'to', 'have', 'like', 'the', 'problem']",46,A,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,2.22,2.22,4.44,2.22,0,6.67,0,0
204,47,TYB,54,2,"No. Yeah, that makes sense. And I, yeah, I appreciate that sentiment. I think, I think where I'm coming from is like, I've always done it. And so, and like, I guess I'm also coming from the same standpoint of like, it's always worked and like, um and I also think herd immunity is something that I know a little bit about, like, not as much as I should, obviously, but um..",1,32,0,"['No', 'Yeah', 'that', 'makes', 'sense', 'And', 'I', 'yeah', 'I', 'appreciate', 'that', 'sentiment', 'I', 'think', 'I', 'think', 'where', 'I', ""'m"", 'coming', 'from', 'is', 'like', 'I', ""'ve"", 'always', 'done', 'it', 'And', 'so', 'and', 'like', 'I', 'guess', 'I', ""'m"", 'also', 'coming', 'from', 'the', 'same', 'standpoint', 'of', 'like', 'it', ""'s"", 'always', 'worked', 'and', 'like', 'um', 'and', 'I', 'also', 'think', 'herd', 'immunity', 'is', 'something', 'that', 'I', 'know', 'a', 'little', 'bit', 'about', 'like', 'not', 'as', 'much', 'as', 'I', 'should', 'obviously', 'but', 'um']",76,A,2,1,0,2,0,2,0,0,0,0,0,0.693147181,0,0.693147181,0,0,0,15.28,2.78,1.39,0,8.33,1.39,1.39,4.17,2.78
205,47,TYB,54,2,"I mean, just like, what like, I don't know the exact number but like 80% of people need to have it in order for the immunizations actually take its full effect. And so because of that, it just made sense. However, I do know that like seasonal flus are like, changes so rapidly as I...",2,60,0,"['I', 'mean', 'just', 'like', 'what', 'like', 'I', 'do', ""n't"", 'know', 'the', 'exact', 'number', 'but', 'like', '80', 'of', 'people', 'need', 'to', 'have', 'it', 'in', 'order', 'for', 'the', 'immunizations', 'actually', 'take', 'its', 'full', 'effect', 'And', 'so', 'because', 'of', 'that', 'it', 'just', 'made', 'sense', 'However', 'I', 'do', 'know', 'that', 'like', 'seasonal', 'flus', 'are', 'like', 'changes', 'so', 'rapidly', 'as', 'I']",56,A,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.73,1.82,0,0,9.09,7.27,1.82,1.82,0
206,47,TYB,54,2,"Yeah, that makes sense. I mean, like...Anyway.. haha. Yeah, um, yeah, I think that's really important cause like individual responsibility, right? Yeah, I guess. For me I was thinking like it wouldn't hurt some make it required... . Um but also, I do think that, yeah, just like you said, just like freedom of what you do with your body. ",3,106,0,"['Yeah', 'that', 'makes', 'sense', 'I', 'mean', 'like', 'Anyway', 'haha', 'Yeah', 'um', 'yeah', 'I', 'think', 'that', ""'s"", 'really', 'important', 'cause', 'like', 'individual', 'responsibility', 'right', 'Yeah', 'I', 'guess', 'For', 'me', 'I', 'was', 'thinking', 'like', 'it', 'would', ""n't"", 'hurt', 'some', 'make', 'it', 'required', 'Um', 'but', 'also', 'I', 'do', 'think', 'that', 'yeah', 'just', 'like', 'you', 'said', 'just', 'like', 'freedom', 'of', 'what', 'you', 'do', 'with', 'your', 'body']",62,A,4,0,0,5,0,2,1,0,0,0,0,1.609437912,0,0.693147181,0,0,0,3.33,1.67,5,1.67,8.33,5,1.67,0,8.33
207,47,TYB,54,2,". Mm-hm.. . Ya, uh-uh that makes sense... um Huhh I'm stressed to start something else haha..",4,155,0,"['Mm', 'hm', 'Ya', 'uh', 'uh', 'that', 'makes', 'sense', 'um', 'Huhh', 'I', ""'m"", 'stressed', 'to', 'start', 'something', 'else', 'haha']",18,A,6,0,3,1,0,5,1,0,0,0,1.098612289,0,0,1.609437912,0,0,0,0,6.25,6.25,6.25,6.25,6.25,0,0,0
208,48,TYB,55,1,". Yeah.. . I definitely get what you're saying. I appreciate what you're saying about, like students who have a limited amount of time. And I definitely think that is the case. But I think like, there are a lot of different forms of volunteering that students can like participate in and I think it's kind of a way to like get some some hands on experience like I know that, um, for a lot of students like a a mandatory volunteering is like one of the only ways they can really get involved in their community because a lot of a lot like I know a lot of people here don't engage in engage like the Hyde Park community all that much. I think it's important to not have like the University so isolated from the area around it.",1,23,0,"['Yeah', 'I', 'definitely', 'get', 'what', 'you', ""'re"", 'saying', 'I', 'appreciate', 'what', 'you', ""'re"", 'saying', 'about', 'like', 'students', 'who', 'have', 'a', 'limited', 'amount', 'of', 'time', 'And', 'I', 'definitely', 'think', 'that', 'is', 'the', 'case', 'But', 'I', 'think', 'like', 'there', 'are', 'a', 'lot', 'of', 'different', 'forms', 'of', 'volunteering', 'that', 'students', 'can', 'like', 'participate', 'in', 'and', 'I', 'think', 'it', ""'s"", 'kind', 'of', 'a', 'way', 'to', 'like', 'get', 'some', 'some', 'hands', 'on', 'experience', 'like', 'I', 'know', 'that', 'um', 'for', 'a', 'lot', 'of', 'students', 'like', 'a', 'a', 'mandatory', 'volunteering', 'is', 'like', 'one', 'of', 'the', 'only', 'ways', 'they', 'can', 'really', 'get', 'involved', 'in', 'their', 'community', 'because', 'a', 'lot', 'of', 'a', 'lot', 'like', 'I', 'know', 'a', 'lot', 'of', 'people', 'here', 'do', ""n't"", 'engage', 'in', 'engage', 'like', 'the', 'Hyde', 'Park', 'community', 'all', 'that', 'much', 'I', 'think', 'it', ""'s"", 'important', 'to', 'not', 'have', 'like', 'the', 'University', 'so', 'isolated', 'from', 'the', 'area', 'around', 'it']",143,A,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.68,1.47,5.15,0.74,5.15,0.74,0,2.21,0.74
209,48,TYB,55,1,". Yeah. . . Yeah, that's a good point. I think it would be half...",2,90,0,"['Yeah', 'Yeah', 'that', ""'s"", 'a', 'good', 'point', 'I', 'think', 'it', 'would', 'be', 'half']",13,A,4,0,0,2,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,0.00,8.33,0,8.33,0,8.33,0,16.67
210,48,TYB,55,1,"Haha.. Yeah. I think you'd have to, um, have the school organize it to some degree. Um, but I think yeah, you're right that I would I think once the school starts to organize it, it would probably get more complicated. I think you're right that like, in theory, it's a good idea. But in practice, it would be more difficult, but I think like, even if it doesn't work out perfectly, it would still be better to have like, a a majority of students like actually volunteering rather than like the students who are willing to, like try to find a way to get around the system. I feel like that would be a smaller proportion of students that like would actually just...",3,106,0,"['Haha', 'Yeah', 'I', 'think', 'you', ""'d"", 'have', 'to', 'um', 'have', 'the', 'school', 'organize', 'it', 'to', 'some', 'degree', 'Um', 'but', 'I', 'think', 'yeah', 'you', ""'re"", 'right', 'that', 'I', 'would', 'I', 'think', 'once', 'the', 'school', 'starts', 'to', 'organize', 'it', 'it', 'would', 'probably', 'get', 'more', 'complicated', 'I', 'think', 'you', ""'re"", 'right', 'that', 'like', 'in', 'theory', 'it', ""'s"", 'a', 'good', 'idea', 'But', 'in', 'practice', 'it', 'would', 'be', 'more', 'difficult', 'but', 'I', 'think', 'like', 'even', 'if', 'it', 'does', ""n't"", 'work', 'out', 'perfectly', 'it', 'would', 'still', 'be', 'better', 'to', 'have', 'like', 'a', 'a', 'majority', 'of', 'students', 'like', 'actually', 'volunteering', 'rather', 'than', 'like', 'the', 'students', 'who', 'are', 'willing', 'to', 'like', 'try', 'to', 'find', 'a', 'way', 'to', 'get', 'around', 'the', 'system', 'I', 'feel', 'like', 'that', 'would', 'be', 'a', 'smaller', 'proportion', 'of', 'students', 'that', 'like', 'would', 'actually', 'just']",129,A,4,0,0,3,0,2,1,0,0,0,0,1.098612289,0,0.693147181,0,0,0,3.23,0.81,3.23,0.81,7.26,0,6.45,0.81,1.61
211,48,TYB,55,1,"Yeah, Yeah, I think like, um ya..",4,149,0,"['Yeah', 'Yeah', 'I', 'think', 'like', 'um', 'ya']",7,A,5,0,0,3,0,1,0,0,0,0,0,1.098612289,0,0,0,0,0,0,0.00,0,0,14.29,0,0,0,28.57
212,48,TYB,55,1,"I think like most people, like probably wouldn't actively volunteer and you said like, do you want to do this, but if they had a requirement to, I feel like most people would it be so strongly opposed to it that they'd like find a way to get out of it. I think most people would just like go along.",5,154,0,"['I', 'think', 'like', 'most', 'people', 'like', 'probably', 'would', ""n't"", 'actively', 'volunteer', 'and', 'you', 'said', 'like', 'do', 'you', 'want', 'to', 'do', 'this', 'but', 'if', 'they', 'had', 'a', 'requirement', 'to', 'I', 'feel', 'like', 'most', 'people', 'would', 'it', 'be', 'so', 'strongly', 'opposed', 'to', 'it', 'that', 'they', ""'d"", 'like', 'find', 'a', 'way', 'to', 'get', 'out', 'of', 'it', 'I', 'think', 'most', 'people', 'would', 'just', 'like', 'go', 'along']",62,A,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,1.67,3.33,0,6.67,0,8.33,0,0
213,48,TYB,55,1,"Okay, cool conversation.",6,175,0,"['Okay', 'cool', 'conversation']",3,A,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,66.67,0,0,0,0,0,66.67
214,49,NB,57,12,"But that I think that that will always be true. [laughs]. So even if you lower the drinking age, then even younger kids will think, oh, well, this drinking age is set here, but it's fine to drink more then. And then you'll just see more students drinking.",1,9,0,"['But', 'that', 'I', 'think', 'that', 'that', 'will', 'always', 'be', 'true', 'laughs', 'So', 'even', 'if', 'you', 'lower', 'the', 'drinking', 'age', 'then', 'even', 'younger', 'kids', 'will', 'think', 'oh', 'well', 'this', 'drinking', 'age', 'is', 'set', 'here', 'but', 'it', ""'s"", 'fine', 'to', 'drink', 'more', 'then', 'And', 'then', 'you', ""'ll"", 'just', 'see', 'more', 'students', 'drinking']",50,A,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.67,0.00,8.33,2.08,4.17,0,2.08,4.17,0
215,49,NB,57,12,"I think it makes sense. We already see some high school students, um high school students who have access to alcohol. So I think the idea that um, it is, there isn't.. the idea that it is something you can do as soon as you turn 18 like there's no um.. a combination of like brain development um it becomes this arbitrary limit that we lowered. I think it'll create the idea that, um teens of any age that they feel they are ready to drink they can. ",2,50,0,"['I', 'think', 'it', 'makes', 'sense', 'We', 'already', 'see', 'some', 'high', 'school', 'students', 'um', 'high', 'school', 'students', 'who', 'have', 'access', 'to', 'alcohol', 'So', 'I', 'think', 'the', 'idea', 'that', 'um', 'it', 'is', 'there', 'is', ""n't"", 'the', 'idea', 'that', 'it', 'is', 'something', 'you', 'can', 'do', 'as', 'soon', 'as', 'you', 'turn', '18', 'like', 'there', ""'s"", 'no', 'um', 'a', 'combination', 'of', 'like', 'brain', 'development', 'um', 'it', 'becomes', 'this', 'arbitrary', 'limit', 'that', 'we', 'lowered', 'I', 'think', 'it', ""'ll"", 'create', 'the', 'idea', 'that', 'um', 'teens', 'of', 'any', 'age', 'that', 'they', 'feel', 'they', 'are', 'ready', 'to', 'drink', 'they', 'can']",91,A,2,0,0,0,0,5,0,0,0,0,0,0,0,1.609437912,0,0,0,3.41,2.27,2.27,1.14,10.23,2.27,0,0,0
216,49,NB,57,12,[laughs] I think um. I think that alcohol [laughs].. impairs brain development. And so and so we should make sure that only 21 year old and up are drinking..,3,82,0,"['laughs', 'I', 'think', 'um', 'I', 'think', 'that', 'alcohol', 'laughs', 'impairs', 'brain', 'development', 'And', 'so', 'and', 'so', 'we', 'should', 'make', 'sure', 'that', 'only', '21', 'year', 'old', 'and', 'up', 'are', 'drinking']",29,A,3,0,0,1,0,1,2,0,0,0,0,0,0,0,0.693147181,0,0,17.24,0.00,10.34,0,6.9,3.45,3.45,3.45,0
217,49,NB,57,12,"I think that while that's possible, I don't think that younger students, or younger kids tend to have just flexibility. So, so even younger kids, if it becomes more available will be more likely to make, like bad decisions and also just be drinking more alcohol than other people who maybe more responsible [laughs] ",4,141,0,"['I', 'think', 'that', 'while', 'that', ""'s"", 'possible', 'I', 'do', ""n't"", 'think', 'that', 'younger', 'students', 'or', 'younger', 'kids', 'tend', 'to', 'have', 'just', 'flexibility', 'So', 'so', 'even', 'younger', 'kids', 'if', 'it', 'becomes', 'more', 'available', 'will', 'be', 'more', 'likely', 'to', 'make', 'like', 'bad', 'decisions', 'and', 'also', 'just', 'be', 'drinking', 'more', 'alcohol', 'than', 'other', 'people', 'who', 'maybe', 'more', 'responsible', 'laughs']",56,A,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.96,1.85,3.7,1.85,7.41,1.85,1.85,0,0
218,50,TYB,58,11,"So I appreciate that you bring up that there are like different perspectives, especially by country (in specific?). I think when I was answering the question, this is something that comes up a lot in like elementary school education as a debate topic. And when we do, like, basic preliminary research on it, a lot of what we saw was that it's not always successful. And so there are a lot of attempts that sometimes have to be made, which turns out to be an expensive process. Well that was one of the (main?) reasons I I answered the way I did.",1,21,0,"['So', 'I', 'appreciate', 'that', 'you', 'bring', 'up', 'that', 'there', 'are', 'like', 'different', 'perspectives', 'especially', 'by', 'country', 'in', 'specific', 'I', 'think', 'when', 'I', 'was', 'answering', 'the', 'question', 'this', 'is', 'something', 'that', 'comes', 'up', 'a', 'lot', 'in', 'like', 'elementary', 'school', 'education', 'as', 'a', 'debate', 'topic', 'And', 'when', 'we', 'do', 'like', 'basic', 'preliminary', 'research', 'on', 'it', 'a', 'lot', 'of', 'what', 'we', 'saw', 'was', 'that', 'it', ""'s"", 'not', 'always', 'successful', 'And', 'so', 'there', 'are', 'a', 'lot', 'of', 'attempts', 'that', 'sometimes', 'have', 'to', 'be', 'made', 'which', 'turns', 'out', 'to', 'be', 'an', 'expensive', 'process', 'Well', 'that', 'was', 'one', 'of', 'the', 'main', 'reasons', 'I', 'I', 'answered', 'the', 'way', 'I', 'did']",103,A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86,0.98,2.94,0,5.88,1.96,0,2.94,0
219,50,TYB,58,11,"Yeah, so, um, thank you for asking. And I'd like to clarify first that to something I haven't seen, like, this is a question I haven't answered since maybe sixth grade. But, um, well and the projects that we did way back when, uh, it was I think we were mostly looking at single interaction. As one that wasn't always successful. It had like a 93% success rate or something. And so that 7% of the time, we were looking at it in terms of it being, like I said, an expensive process that required like the entire procedure of bringing in additional people to officiate it and also that, um, could ultimately be cruel to the person if it was not successful...",2,73,0,"['Yeah', 'so', 'um', 'thank', 'you', 'for', 'asking', 'And', 'I', ""'d"", 'like', 'to', 'clarify', 'first', 'that', 'to', 'something', 'I', 'have', ""n't"", 'seen', 'like', 'this', 'is', 'a', 'question', 'I', 'have', ""n't"", 'answered', 'since', 'maybe', 'sixth', 'grade', 'But', 'um', 'well', 'and', 'the', 'projects', 'that', 'we', 'did', 'way', 'back', 'when', 'uh', 'it', 'was', 'I', 'think', 'we', 'were', 'mostly', 'looking', 'at', 'single', 'interaction', 'As', 'one', 'that', 'was', ""n't"", 'always', 'successful', 'It', 'had', 'like', 'a', '93', 'success', 'rate', 'or', 'something', 'And', 'so', 'that', '7', 'of', 'the', 'time', 'we', 'were', 'looking', 'at', 'it', 'in', 'terms', 'of', 'it', 'being', 'like', 'I', 'said', 'an', 'expensive', 'process', 'that', 'required', 'like', 'the', 'entire', 'procedure', 'of', 'bringing', 'in', 'additional', 'people', 'to', 'officiate', 'it', 'and', 'also', 'that', 'um', 'could', 'ultimately', 'be', 'cruel', 'to', 'the', 'person', 'if', 'it', 'was', 'not', 'successful']",127,A,3,1,0,2,0,4,0,0,0,0,0,0.693147181,0,1.386294361,0,0,0,9.76,3.25,4.07,0.81,3.25,0.81,1.63,1.63,0.81
220,50,TYB,58,11,"Thanks for bringing that up. I really hadn't looked at it that way before in terms of the family, or whoever it was feeling a sense of, uh, I guess closure...",3,156,0,"['Thanks', 'for', 'bringing', 'that', 'up', 'I', 'really', 'had', ""n't"", 'looked', 'at', 'it', 'that', 'way', 'before', 'in', 'terms', 'of', 'the', 'family', 'or', 'whoever', 'it', 'was', 'feeling', 'a', 'sense', 'of', 'uh', 'I', 'guess', 'closure']",32,A,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.23,3.23,3.23,0,9.68,0,0,0,0
221,51,NB,59,14,"I disagree a little on the, um, like the, the the statement that people have the ability to concentrate both on what they're doing on their phone versus, and what's, like, what's happening in front of them. I found that, uh, in situations where people are out to dinner or talk..or at.. or eating and talking on their phones or texting and ignoring the people around them. It's definitely a lot less...um..It's definitely a lot less easy to multitask in that way.....So I think.. if, I think in that case it would be I think it would definitely be like a...it would be much better if people adopted like a non emergency - don't do anything on your phone, just stick to what's in front of you... ",1,36,0,"['I', 'disagree', 'a', 'little', 'on', 'the', 'um', 'like', 'the', 'the', 'the', 'statement', 'that', 'people', 'have', 'the', 'ability', 'to', 'concentrate', 'both', 'on', 'what', 'they', ""'re"", 'doing', 'on', 'their', 'phone', 'versus', 'and', 'what', ""'s"", 'like', 'what', ""'s"", 'happening', 'in', 'front', 'of', 'them', 'I', 'found', 'that', 'uh', 'in', 'situations', 'where', 'people', 'are', 'out', 'to', 'dinner', 'or', 'talk', 'or', 'at', 'or', 'eating', 'and', 'talking', 'on', 'their', 'phones', 'or', 'texting', 'and', 'ignoring', 'the', 'people', 'around', 'them', 'It', ""'s"", 'definitely', 'a', 'lot', 'less', 'um', 'It', ""'s"", 'definitely', 'a', 'lot', 'less', 'easy', 'to', 'multitask', 'in', 'that', 'way', 'So', 'I', 'think', 'if', 'I', 'think', 'in', 'that', 'case', 'it', 'would', 'be', 'I', 'think', 'it', 'would', 'definitely', 'be', 'like', 'a', 'it', 'would', 'be', 'much', 'better', 'if', 'people', 'adopted', 'like', 'a', 'non', 'emergency', 'do', ""n't"", 'do', 'anything', 'on', 'your', 'phone', 'just', 'stick', 'to', 'what', ""'s"", 'in', 'front', 'of', 'you']",138,A,2,0,0,0,0,3,0,0,0,0,0,0,0,1.098612289,0,0,0,7.63,0.76,3.82,1.53,4.58,0,3.82,2.29,0
