,con_txt,condition,label,topic,agent,appre_c,affir_c,assent_c,aggree_c,fillpause_c,laugh_c,yknow_c,idknow_c,appre_log,affir_log,assent_log,aggree_log,fillpause_log,laugh_log,yknow_log,idknow_log
40,"I do appreciate that point, um it's kind of funny 'cause you said that this is like the one of the ones that are like less like uh .  controversial. So I put a zero on this  Um so, .. That's funny. So I am one of those people who will not be able to do a conversation without letting you know I'm from New York [laughs]. So there you go.  .  yeah   Ohhh . . Yeah, no I totally get that .. I think that like.. Um, I don't really drive at all. . So I guess I don't really know what it's like from like from the other side of it.  Yeah. Yeah.  yeah Oh, it's honestly probably super obnoxious, but like, . I feel like you'll see people,coming and you'll just go for it. Yeah, so like my. [laughs].  Yeah I'm not super like, angry [laughs] about this issue. .  yeah . . yeah. Yeah,  I think it's also just like when you see like everyone knows what to look for, like those cars are already blocked so [laughs] might as well join in  Yeah,  I feel bad for them [laughs].Yeah . Yeah.. . Yeah. . Yeah it was actually funny about that because I think I honestly do see /. Like you guys are not going to pass any time soon. ",TYB,A_21,7,A,1,1,13,0,4,4,1,0,0.0,0.0,2.5649493574615367,0.0,1.3862943611198906,1.3862943611198906,0.0,0.0
41,"Okay. Um, so I feel like people shouldn't walk across the street [laughs] um at a red light, but I think I put like a nine for it because I was like, well, if there's literally no cars . then like, I think it makes sense to walk [laughs] across the street with a red light. Um, but yeah, I think that's just because I have this in my head like very like [laughs] strict rule code of traffic like, if it's a crosswalk then I feel like people should always be able to go ., but when it's red light, I'm like, okay, you like have to stop [laughs]  mhm. mhm. .  right? . . I put a nine, [laughs] that's funny   laughs. Yes  that makes sense. Yeah, no, I think I grew up in a in well, I grew up in a smaller city, but like everyone had a car. So I [laughs] .  I think that um, I don't really drive in Chicago, but my boyfriend does. And I literally get scared every single time I'm in a car with him because I literally think he's gonna hit someone . if they run [laughs] across the street infront of a red light. Like he's like, you should be allowed to [laughs] and I'm like no [laughs]. So, yeah [laughs]  mhm.  laughs. Mmmmm. Yeah. Um, yeah.Um..[laughs]. I don't know. I think it is something like I think I am. I do know about myself though that I am more like, people will think I'm ridiculous. They'll be like Madison, like, you can just go on like, no, like, I see a car so I'm gonna wait. But if there's like no cars  I'll still do it. So if I can see a car coming, then I usually wait.   laughs. No, I definitely think it's different. Yeah, and you're just like whatever.  [laughs]. Um, Uhh I don't know how much more, yeah  Umm. Yeah, yeah me either. I [laughs] definitely thought it was gonna be a more .  like [laughs] hot topic issue. Um, yes. So yeah, it's probably just because you did grow up in a city and like I grew up in a city where everyone had cars so, Like that crazy busy intersection. Oh, for sure.  But I feel like when I'm crossing you know, like the the big street from like the reg to get on to like campus?I do. I'm like, oh my god, but I still walk because I'm like, well, you know, I mean?.  Like, what, like, I'm gonna stop here. Just you know what I mean? . Like, you no, like, I'm gonna go with like this big herd of people just because.  Yeah, because that's the time when it's like blatantly obvious like in between that passing time where you just literally see herds ",TYB,B_21,7,B,0,6,15,0,10,16,3,2,0.0,1.791759469228055,2.70805020110221,0.0,2.302585092994046,2.772588722239781,1.0986122886681098,0.6931471805599453
42,"Um the first part, I think, I mean, um like, as long as like, I don't know  Ummm as as long as you're able to  like get get a flu shot or something. I think so. I I disagree what you're saying because umm where, I mean, like, this is my first time in the US and like, where I was in the Netherlands. Um flu shot was not a thing .. So I feel like here it's like such a big thing. And it's like, it makes people be a lot a lot scared of it. So yeah, that that would be why um I disagree. . Yeah, yeah. . Yeah. . . Yeah, I think I think yeah, I really I really doubt like what you were saying because like, just just like, I feel like um people are so focused on like, seasonal flu shot and again, it's such a big thing here..  And I feel like they're, they're not like really focusing on like other other diseases that are like, much more relevant and much more important. And even though it's it is a it is a great thing to like focus on like seasonal flu shot, because you know, it is it is really important. I think it overshadows like a lot of other diseases. So because of that, I-I disagree. . Umm yeah.",NB,A_22,2,A,0,0,6,0,8,0,1,1,0.0,0.0,1.791759469228055,0.0,2.0794415416798357,0.0,0.0,0.0
43,"Umm is this as long as medical condition permits? What did they mean by that? I didn't get the first part.  things stay the same kind of   mhm.  to Okay, well they they also told us that we would disagree so [laughs].  Um, I would say umm I would say I agree because I think for I grew up here umm and I think kind of like for the society itself to have fo-fo-for society itself to have like lower rates of I think like public um medical assistance is better than like none so I think it should be available for anyone who wants it a public health that's what I'm saying public health and I think this is part of public health cuz um  I don't like the divide between the very rich and the very poor  as much so if we can help the people who are not as fortunate, then it's better for society, I think I believe it's better for society as a whole if everyone is getting medical treatment, but I do understand the other half of like there are parents who are like, why should I force be forced to have my kid get a flu shot for school and stuff? . So it's definitely a controversial question. . Yeah.. . [laughs] I think that like um I can see, I mean, it's, it's been in the news, it's a very controversial thing. And you know, it also just a question of people's personal beliefs, you know, versus what people's beliefs for the entire side of society are. So it's definitely a tricky question.",NB,B_22,2,B,0,2,2,1,7,2,2,0,0.0,0.6931471805599453,0.6931471805599453,0.0,1.9459101490553132,0.6931471805599453,0.6931471805599453,0.0
44," mhm. Right, yeah, I mean .  no, I-I-I appreciate you-your opinion. I think I think it is true that um you know, there-there can be unexpected cars coming in uh when uh when you go across the road, even regardless of whether it's a red light or not. Uhh on the other hand, I feel like well, I mean, so the red light is-I mean sort of there um, I guess for a purpose. I mean, it is is sort of there. Well, I-I guess to be like an indication of like, when when it's appropriate to to uhh cross the road, // walking across the street, I think that's right...Right, right. So I mean, I mean, if I mean, I feel like, uhh for-for people who umm I mean, there's always a risk of-of maybe having a car going around and things like that. And so I feel like well, it would be nice if uhh yeah, right, actually, I agree with you sorry I don't know what to say but that yeah,yeah sorry . I mean uh it's really uhh it's always better to be risk averse because I feel like well, the thing is like, if you are fearless for once, then while the downside is very .  the risk is very huge right, so? . Yeah, yeah.. . Yeah, exactly.. . I feel like when it's like this especially like around  I feel like sort of the red lights like they're not always . like, like like   mhm.  on or something and then like, it's also not clear like whether the cars always respect the red lights so yeah   no, I really really . agree yeah with it makes sense . umm yeah, do you?Yeah, I don't know uhh sorry  But yeah, no, I-I-I think your-your opinion this is-is great and uhh I agree   with you. Yeah, yeah I agree. I think so I think so. . But yeah //",TYB,A_23,7,A,1,2,12,4,14,0,1,2,0.0,0.6931471805599453,2.4849066497880004,1.3862943611198906,2.6390573296152584,0.0,0.0,0.6931471805599453
45,"Oh, well, so just because you don't see on the side..It doesn't mean that they're like hidden cars around .. And this like really moving really fast and you can get into car accident. So, yeah.  laughs. laughs. Right . . Yeah. I agree. . And hope that like red light is not always on on the time [laughs] like the light is hopefully functioning .  or like it's broke [laughs].  .  yeah . .  [laughs] right   laughs. mhm. There's probably there are a lot of people who've just crossed / [laughs] . But yeah ",TYB,B_23,7,B,0,2,5,1,0,7,0,0,0.0,0.6931471805599453,1.6094379124341003,0.0,0.0,1.9459101490553132,0.0,0.0
46,"Yeah, um I disagreed with this prompt strongly because um I think it's dangerous to give platforms to uhh hateful and extremist viewpoints, um especially on university campuses where there are a lot of influentially young people, I think it can give rise to widespread, uh hateful rhetoric um at a place where people are supposed to feel safe. Umm I think the point about um the speakers being invited is uhh not something that we should focus on. Because we don't know who's doing the inviting. Umm and it's uhh if it's not, it could be the university. It could be one person at the university inviting these speakers um to-to promote their own viewpoints. But um the-the  I think we should focus on the viewpoint that the speaker is going to talk about, and whether that is something that is dangerous, that has historically proven itself to be something that gives rise to issues, um especially in like, involving hate or involving anything that um can make someone feel unsafe. Yeah.",NB,A_24,13,A,0,0,1,0,15,0,0,0,0.0,0.0,0.0,0.0,2.70805020110221,0.0,0.0,0.0
47,"Um, we're supposed to discuss we had a bearing of opinions, I'm assuming, um, I actually said that it's okay. I was more of a agreeing that we should allow [laughs] speakers with any ideological, but not extremely, but not neutral, so I'm in the middle of that [laughs] Um I can see your point on that, totally. But, I mean trying to also make sure that we have all the viewpoints of not that I necessarily adhere to those. But, of course, for me, it's this invited speaker right the invited speaker if it if it kind of propels thought in either not necessarily I don't want to promote hate either. But I do want to say how do we how do we think about because the world does have all of these views and figure out so that's why I was not strongly agree with it, but I was I didn't want to be quite neutral. And I // [laughs] right? I mean, right it's like how do you balance everything? I mean, I, I can I can totally see that. I mean, I just came from a doing a group for kids um who are live in Inglewood who constantly are under pressure, you know, drugs and so drugs ",NB,B_24,13,B,0,1,2,1,4,3,1,0,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,1.0986122886681098,0.0,0.0
48,"Well, I disagree with what you're saying, because I think that these biases that you're talking about could be beneficial in terms of like helping people who have… had access to less resources on their way to college, for example, like, typically, like minority groups have, are in worse economical situations. And then you like the white person, your typical white person. So, I think I think affirmative action is a positive thing because even though like, if- if Ivy League schools were completely blind to a candidate, like race and ethnicity, then there would be a bias anyway, because people with like, people not in the minorities would have an advantage over people and minorities.  Yeah.. Right. And so I- I think that Ivy League school should be blind should not be blind, because I think that's the best way for them to find this balance because like, I it won't, it won't be perfect, obviously . like, so like, I think the classic argument is like, agents would . be discriminated against because, like, yeah… I think they should be transparent to everything. Yeah. good conversation. That was actually well",NB,A_25,5,A,0,0,3,0,0,0,0,0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0
49,"Okay. Um, yeah. So, I believe that they should be blind only because of these heuristics that we have in our minds that like, while we don't want them to be playing a part in a lot of these decisions, these heuristics, unfortunately, are just what we have instinctually. And so inherently, those create biases, which those biases might play, in favor or against, depending on that person's specific background. No, that's just that's really interesting because I have the same reasoning but the opposite. . So it’s just that like, if they see that they might make assumptions, but I mean I agree with what you're saying. I agree with everything you just said. [laugh] I just thought of it from the opposite perspective. But yeah I know, I definitely think that, like you're saying that we want to take it into consideration, but we just it's a balance, right? Like we don't we want to take into consideration but we don't want it to be like, derogatory, like we wanted to be able to help someone but not hurts. Exactly.   mm-hmm.. Yeah. But then do you think that they should be blind to everything or sorry, should be transparent to everything or just to some things?  Great. [laugh] I like that. I switched my side. [laugh]",NB,B_25,5,B,0,3,2,3,2,3,0,0,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0,0.0
50,"Okay. I appreciate that you think some crimes might deserve that level of retribution. . I can see your perspective there. But that isn't actually what happens in the US right. . When people try to apply the death penalty in the US they have a hard time getting the drugs. The drugs sometimes don't work, . and appeals can go on and .  the average person on death row stays on death row for 40 years or more .. Okay, I can appreciate wanting to carry it out in a way that is more feasible. But even with that, I think it's impossible to really know for absolute certain . that the people are guilty of what we think they're guilty of, . like hundreds of people are exonerated from death row every year because they're actually innocent of the crimes . that they were accused on. Okay. I definitely am glad that you brought up you know, the victims and their family .. Oftentimes, with the way it doesn't work now with the appeals process and what that sort of big putting someone's family for [abrupt ending] ",TYB,A_26,11,A,2,3,1,0,0,0,1,0,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0
51,"Why is that? Umm I think there are some crimes that this is appropriate umm punishment and deterrence.  mm-hmm. mm-hmm. mm-hmm. : mm-hmm. : mm-hmm. And I think that would be a case for improving the execution of it, but not the case for like, let's just get rid of it. Because if they don't do it, well, we shouldn't try to do it. It's something is something we should do, we should try to do it better. And not just give up because we can't do it well.  mm-hmm. mm-hmm. mm-hmm. Hmmm. Yeah, but that should be something that the legal system does, right. The fact that they are exonerated it shows that the system is working. You know, says that if people think they should Not be given the death penalty, they're not given the death penalty and so we can //probably right// I don't think is a valid argument for we should not do it we should improve //probably targeted(?)//. So another thing that I have against like abolishing it is that so if you keep the those people in the prison that forever It's a huge cost first for the taxpayers and also for for some people like the the victims and the families of the victims. It's a culture for the for the rest of their life knowing that those people are just going to stay alive, stay there and be given food and be given protection, be given safety and some of them they published books telling us,  Oh, how many people I killed!  And I just think that there should be something there for them. That is not a guarantee of the rest of their life.  mm-hmm",TYB,B_26,11,B,0,18,2,0,11,0,1,0,0.0,2.8903717578961645,0.6931471805599453,0.0,2.3978952727983707,0.0,0.0,0.0
52," yes?. laugh. Well, I mean, I understand that there will be people who have never been exposed to alcohol .. But I also understand that currently the drinking age is 21. .. And that's about a third year undergraduate if we're taking that into account. And I think honestly that people should wait. I know it gets a lot of college students upset because they're already away from home and they're like, I have freedom I want to drink, I want to do this . and that. But at the same time, they're still they're still young. And I don't think the age should go any lower because even then, are like their brains are still developing until the age of 21. . It's also why they put restrictions on legalize weed, and then are not  supposed to like, smoke it until 21, because the brain is still developing. . So we already know alcohol inhibits you. So who say it's not going to.. ., well affect your brain? . even more than it already is.  I do think that is fascinating, but we also have to understand is that in Europe, they allow their children to drink wine…. …which is a huge difference between hard liquor and vodka and others, ., unless we take into account Russia. [laugh] But at the same time, wine is a little bit different on the alcohol level, because, it's, I like I'm not a wine person, and I'm also not an alcoholic. I'm-I'm not, I don't drink alcohol. . this is also while again, I'm against lowering it. But it's not for family reasons like that alcoholism . runs in my family, but it's that my own Bobby actually started me young online, and I'm fine with that. But at the same time, I don't like it, . and he started me when I was at eight. .. But I know a lot of kids sometimes start even younger than that, and it can be okay, which is fine with wine, but when we get to the hard stuff, like Mike's hard lemonade, oh, ., all this party or / or all that cheap stuff. .. It becomes a little worrying.   yeah",NB,A_27,12,A,0,0,2,0,0,2,0,0,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0
53,"So I think something that I don't know. This is like a really like a tricky topic, . I think something that, um, that why I-I lean one way or the other as like, I-um I've seen just experiencing a lot of friends who have gone like, throughout their entire lives not being exposed to alcohol and not even knowing anything about alcohol, just suddenly going completely crazy when they have access to it. It's it's something that-it kind of worries me .. I don't know. It's, it's like, do we lower it and then people will start drinking younger, but then there's also like, it's it's very tricky. I don't know, what are your thoughts?   mm-hmm. mm-hmm. mm-hmm. mm-hmm. Yeah..  Yeah. Yeah. Yeah. And that's-that's the other thing that's like, so confusing about it, too, is because the brain is still developing until 25 or 26. So why 21? I-I don't know. It's just for me that's like very complicated and everything's like very nuanced and then also like spending a lot of time in Europe with my family like I've noticed a lot of because the drinking age is younger, a lot of kids don't go as crazy as often and they treat alcohol with more respect, which I think- is kind of interesting. um.. . That is true..  That is true. mm-hmm. mm-hmm. Yeah. mm-hmm. yeah. mm-hmm. Yeah, yeah. I know, no, that's understandable and it's like I really have to look like a different experience it to us I think . that always ties into everything ",NB,B_27,12,B,0,16,8,0,11,0,0,4,0.0,2.772588722239781,2.0794415416798357,0.0,2.3978952727983707,0.0,0.0,1.3862943611198906
54,"Okay, so the reason why I am strongly in fav-, there's two reasons why I'm strongly in favor of abolishing the death penalty. One is that it just costs more money in this country to kill someone ., than they keep them alive as messed up as that sounds, because as you have to go through so many logistical hurdles in order to actually put someone in order to condemn someone to death in this country ., that it will be just cheaper paying for someone to spend the rest of her life in prison. No, lawyers aren't cheap .. But the primary reason why I'm strongly in favor of [abolishing] the death penalty is because of-of the number of people who have been exonerated in the last as 40 or so years, thanks to DNA evidence. And I just think, wow, these are the people we were lucky enough to catch before they were executed. So how many innocent people were there that were executed before we had DNA-A to exonerate them. I don't feel-feel confident in our ability to catch the right person 100% of the time and I'd much rather let completely irreprehensible people spend the rest of their lives behind prison, than risk killing someone who is innocent of the crimes that they are accused of .  like, your um-apprehension in terms of not being in strongly either way, considering you feel like you're not that important does make a lot of sense.",TYB,A_28,11,A,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,"I mean I don't think I know like enough about it. Like I haven't researched the topic enough for me to choose my /(opinion ?) too /(strong ?). Yeah. Like, I haven't heard the argument. Like I guess the argument with the other side would be these people are bad enough that they should not be alive anymore but I also like recognize that it shouldn't be the job of the state to like actually hurt people. But I haven't like looked into anymore so I don't know either. What about you?  that's true. mm-hmm. that's true. That's true. I see your point and I definitely like I mean, I haven't thought of it from that perspective. But like, again, it makes sense another facet it might add like when I'm forming my opinion, I think it just will strengthen it versus making me more ambivalent umm.. Yeah, like I don't want to say that I'm-",TYB,B_28,11,B,0,2,3,0,2,0,0,1,0.0,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,0.0,0.0,0.0
56,"Sure, I mean, I think it's definitely important to have race be kind of less of a factor in admission setting  . because it's kind of a bias that when people are applying, depending on their race that affects their immediate chance of getting in. But I also think there is something to be said about trying to make sure you're fostering a diverse community in your school. So I think it's kind of a there's no right answer, and whether or not you fully consider the phrase or not, because on one hand, I think you want to make sure that your school represents a variety of beliefs and backgrounds . , but at the same time, you don't want something that someone can control to affect their chances. .  Umm I like that you brought that up. I think that I mean, I think it can go both ways. I think that race can determine some factors just because of I wouldn't necessarily call them stereotypes but patterns among different racial communities but also that /(can be ?) regional communities based on people's upbringing and umm access to greater educational backgrounds. But I think there's also cases where it's less of a factor . and it really depends on someone's situation.   mm-hmm. mm-hmm. mm-hmm. mm-hmm. mm-hmm. mm-hmm. mm-hmm. yeah. mm-hmm",TYB,A_29,5,A,0,16,2,1,10,0,0,0,0.0,2.772588722239781,0.6931471805599453,0.0,2.302585092994046,0.0,0.0,0.0
57," mm-hmm. mm-hmm. mm-hmm. So do you think that race and ethnicity are determinants for what people feel /(risk?) could be?    mm-hmm. Okay. Yeah-yeah, I would agree that people's beliefs are really tied to their regional identities and to their educational backgrounds. I think that personally, I don't believe that your racial and ethnic background holds as much sway as the community in which you are raised. . Uhh because if you're raised in a community that is very similar to you, you will grow up feeling empowered  ., you know, you grow up in a community that is derogatory towards you, you will grow up feeling monster  .. And I think that the people that raise you play much more of a role than the color of your skin  . and your background, aside from backgrounds that are tied to /(resources?)  .. But that would also imply that you were raised in a community that views that history in a particular way .. So if you grew up in a community that use your history as something that has victimized you before, and continues to victimize you now, whereas if you grew up in a community that takes the past flips and allows you to be empowered by it, I think those are real determinants  .. So at least for me, race and ethnicity are less of a factor than how you've allow that race and ethnicity to define your life  .. So to admit somebody purely on the basis of race  ., because you need to check off a certain amount of Middle Eastern students",TYB,B_29,5,B,0,9,2,1,5,0,1,0,0.0,2.1972245773362196,0.6931471805599453,0.0,1.6094379124341003,0.0,0.0,0.0
58,"My parents did the same thing. I think I actually like a five {{}}. . Because in general, I'd say kids shouldn't use like cell phones like smartphones because I was just like, when they're kids like they should be more present like active when using like phones, but like in Emergency Situations I feel like kids could have phones like I got one in fifth grade. Like it wasn't {{}} . I feel like we are mostly agreeing on this {{}}  Oh okay. For the purpose of disagree, . I guess, kids under the age of 12, and suddenly use phones as as much of a crutch, as like we are using like for kids now, like, they get it at age like five when they grow up having a phone. . And like, my mom would always say, like, oh, back in the line, when I was a kid, we would go out and it's like, afternoon and come back and night. And there wasn't such a reliance on like, instant communication. ., and so I feel like in our current day, like everyone having phones it like takes away from like, it's like \(over-not over say?), I feel just like, it becomes a crutch and like a distraction. So they don't really know {{}}.  Yeah. Yeah. A lot probably argued with \(others sticking up), like not having a phone as being bad. That shouldn't be in play. ., I think it's another thing my phone's {{}}. It takes away like your problem solving skills. It's like all your answers are like on a device",NB,A_30,3,A,0,2,2,0,0,0,0,0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0
59,"Sure. Um, so I believe that I answered saying that like kids younger than 12 years old should sometimes be allowed to have phones. I am pretty sure I did. And it was mostly because like, my parents would sometimes like pick me up at different times from school, so I need a way to contact them. Um, yeah, {{}}  Okay. Gotcha, yeah.. Yeah, I think I didn't like strongly disagree. . Because I feel like it's getting like more and more important to be able to contact people with the phone. Umm-yeah. [laughs]   yeah. mm-hmm. Yeah. Yeah, I mean, yeah, I can see how like, they don't really know how to mmm like if they get a phone from a  really young age, they won't know how to, like ever not have a phone. Umm and there's a lot of like, science obviously that shows that like attention spans are lower because of phones. Umm but I think that like uhh it'll be like important to also be able to I don't know. Yeah, really the one reason I thought that was because I was like they should children should be able to contact their parents at any time . umm or like other family members. Yeah. And I think I'd like see enough kids who have phones, that it would be maybe like socially weird to not have one . Umm yeah.   Yeah",NB,B_30,3,B,0,4,11,0,9,1,0,1,0.0,1.3862943611198906,2.3978952727983707,0.0,2.1972245773362196,0.0,0.0,0.0
60,"I disagree. I think that, especially given like that we live in a society where there is all sorts of like race based barriers and systematic barriers that people face. I think someone's race and ethnicity and how they grow up in this society umm I think it plays a big factor in understanding what barriers have they had to overcome to get to where they are, for example, right, an African American student has faced all sorts of issues about systematic racism, you know, redlining, right, like whatever school district they're from, and so I think it's very important for the school to take that into account. Uh to understand that, you know, if you have like a white student from an affluent part of the country, and then a black student from, you know, . not affluent part of the country, you can't weigh them completely similarly, because one of them has had all sorts of race based privilege that the other one does not.   mm-hmm. mm-hmm. mm-hmm. mm-hmm. mm-hmm. mm-hmm. yeah.  I just think that like the, you're like, a little bit missing the point about, like how much this can influence all other aspects. Um, just because, like, I'm not necessarily saying that, you know, you should admit or not admit someone because of this, but I am saying it does completely change how you understand kind of whatever life story or you know, kind of version of themselves that they're portraying too. Because, you know, even you were talking about location, right, . like, it's not a, you know, 100% correlation. ., sure. But it is still a huge factor and even like, if you are, they see for example, right, like, .  there's racism that you cannot get away from, even if you're born into a single rich family, even if you know, you get all these privileges, there are still certain aspects that you kind of cannot escaped better just like intrinsically tied . because America is very racist . and a lot different",NB,A_31,5,A,0,12,1,0,9,0,8,0,0.0,2.4849066497880004,0.0,0.0,2.1972245773362196,0.0,2.0794415416798357,0.0
61,"So I think that Ivy League schools should be blind to candidates' race and ethnicity. Umm not entirely but I think that it's it's significant to the extent that I don't think that it should be a factor in like, whether or not you're admitted to a school or not.  yeah. Sure, yeah, I agree with that. I don't think that race should be kind of an absolute category that's determining, like admission versus not admission. I do think that . it's for inferences of factor to some extent. . But a lot of those issues are also ingrained in other parts of your application outside of your race, for example, like whether you go to a less privileged district, .  what my point is just based on purely like geographic region, (there is a lot of thing that do not mean burden?), but I think it becomes difficult when you kind of attach like a label to one of these and a lot of schools .  are using things like quotas to, like stop people from certain races, for example, to get admitted higher rates because they have this like, for example, like only we're makes up like 5% African Americans . in our institutions. So I think perhaps there's a little bit of difference within using these quotas. But I do think . that it has a factor and it definitely plays a larger role in their educational background . and their experiences.  yeah. Sure. yeah-yeah. yeah. yeah",NB,B_31,5,B,0,0,9,1,1,0,0,0,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0
62," Right.. Yeah, that's an interesting idea that there's like, as long as there's no outside force, that's compelling people to-to take that specific medical action. that's acceptable. I certainly tend to agree with that. I am actually, specifically the flu shot. So I wouldn't say I would make this argument for almost any other vaccine because most vaccines have really high efficacy rates. The flu shot has a terrible efficacy rate. . Yeah, exactly. So it's just a really Yeah, that's a good point. So it's, it's like a it's a really hard uhh vaccine to nail down because it's such an elusive . pathogen but it again, it doesn't work very well. So even if you do get it, I think it had like a 30% efficacy rate a few years ago. That's, that's terrible. Like, why get it?   yeah. yeah, they are free, yeah. Yeah. True.. I think that's true, provided there aren't some downsides to getting the flu shot, .  umm there is some there's not some evidence that there's some there's links between getting a vaccine if your immune system is already compromised, and then actually, your immune response being extremely adverse. So . it's more, okay, so it's more anecdotal. Like, I'm not going to put that out into the universe like it's a statistical fact. . But if there are-there are certain anecdotal medical anecdotal instances where someone will get a flu shot when they're already sick. And this could be any vaccine naturally, . umm and then they get significantly sick.   yes. No, no, . like the timeframe is short such that when you actually introduce the-the live strain or the dead strain of the virus and your body's immune response is a little overzealous should we say it's called almost like an auto immune response. And that can really exacerbate your, your medical condition. So there's some scenarios in which actually getting a flu shot, especially if you're already if it's flu season, you're totally it's totally possible that you're sick with something else. You go and get a flu shot. And then you get like, you know, you have a horrible autoimmune response. That's obviously you don't want that to happen to you.  just it depends if you want like (youngberry?) syndrome or something like horrible like that.  I don't know that's like, you see, I've definitely seen it. So I'm definitely a person like don't get the flu shot. Like, I don't",TYB,A_32,2,A,0,0,7,1,3,0,1,1,0.0,0.0,1.9459101490553132,0.0,1.0986122886681098,0.0,0.0,0.0
63,"Yeah, so I think that I-I appreciate the language of should, right, because it implies that it's not being forced. . Right, And so I think that the shots are, I mean, important if you don't want to have the flu, right, but especially the language there's a lot of the other statements are more axiomatic. Because it's everyone  should  it means everyone  ought to  right. I think that it's like, that's a fair statement, because it's not {{}}, like, compelling.  There isn't many strains of it. Sure. Sure, sure, relative to 100%? Right. . But if we're trying to maximize utility, right, and because flu shots are free, right, if we're maximizing . free, which they are, right. . even 30% is better than zero percent. Right? . So we're, if we're, if we're really trying to optimize our lives, right, then getting a flu shot would be something that we'd recommend. But  which are?. like? sorry. Sure. Sure. Or can that be because they're already sick . and time passes and they get more sick?  laughs. Sure, but if you're trying optimize your time, you'll be efficacious, wouldn't we? In because that is so anecdotal, right? Should we nonetheless get them to (show?)",TYB,B_32,2,B,1,0,13,0,0,1,0,0,0.0,0.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0
64,"I think that the US should not lower its drinking age because umm I feel like a lot of people drink anyways and I feel like like under age and I feel like having consequences for that doesn't really stop them and it kind of just like ends up being bad anyways because like, I mean, I don't know  Yeah, they should. Okay. [laughs] . Yeah. Umm because like, I don't know if people get in trouble for drinking under age . like, everyone does it like there shouldn't be like a thing where you like get offended? Yeah, yeah.  Yeah,. Yeah. Yeah. yeah. Yeah. I-. Yeah, I feel like. yeah, i feel like changing the law like like people would still drink but like, I feel like, like now that like a lot of people have like big ideas. So it's kind of like the, the lower like, having a drinking age at like 21 like increases people's {{}} of Like ideas and stuff, just like for person for this is like drinking one think they like are doing it anyways. And if it lowers it, I don't think it would make a difference and like people using it I just think that it's like much safer for like identification like,  yeah. yeah. yeah. yeah. I mean yeah. Yeah, I feel like it depends also, like, it depends on like, how low they lower the drinking age.  .  I mean, like, I think Like 18 is like fine . but not like not like  . like 13 or . ",NB,A_33,12,A,0,1,15,0,2,1,0,2,0.0,0.0,2.70805020110221,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453
65,"How do you feel about this topic? [laughs] Wait, so you think they should lower the drinking age?   okay, so I think, okay. yeah. Yeah, I guess my I don't even remember how strong of my uhh . strong disagree I had in this. I think it was just that like, uh like, I feel like the argument for this is usually like, oh, other countries have lower drinking age and they have better uh  like, relationship with alcohol. But I think that that's like not a true statement like the better relationship with alcohol thing is like subjective., so I feel like that that's probably where I base my opinion off of that like it doesn't mean people don't really follow the (small?). . doesn't matter that much umm although like, I do see your point that like well I guess what I was thinking is that like, human brains are like . developed like need to develop so . we should wait to drink . haven't but I guess changing the law. .  wouldn't change anything [laughs] yeah,  .  I guess that's true. And I like I guess like if the USA did lower its drinking age, so I feel like it would have to be like a combined effort of like more education . about the {{}} because there are people who abstained from drinking because it's illegal, but like,  . yeah, everyone just doesn't do it. Umm but, like, a lot of people just do it anyway, but some people don't. So and I guess I just wouldn't have faith.  . with the government [laughs] to do anything  . good with education.   yeah. yeah yeah. yeah yeah. yeah yeah; laughs",NB,B_33,12,B,0,2,11,0,5,4,0,0,0.0,0.6931471805599453,2.3978952727983707,0.0,1.6094379124341003,1.3862943611198906,0.0,0.0
